id,name,city,latitude,longitude,totalBeds,erBeds,phone,website,specialties,data_status,notes
mh-16746,King Edward Memorial Hospital (Kem Hospital),pune,18.519888,73.867026,120,1,8280235839,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16747,Samarth Hospital,pune,18.5204303,73.8567437,120,13,8984062540,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16749,Shri Samarth Hospital,pune,18.5186996,73.8681144,120,1,8128517272,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16750,Surya Hospital,pune,18.5258965,73.8610191,120,13,9083697010,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16751,Swasthya Hospital,pune,18.4360474,74.464639,120,13,7156207871,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16754,Lunkad Hospital,pune,18.5572314,73.7750253,120,7,7069080650,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16755,Moraya Hospital,pune,18.5129229,74.3997976,120,5,9260075090,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16757,Fatima Convent Sahyadri Clinic,pune,18.5042104,73.9014439,20,2,7945544736,,"ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16758,Gandhi Accident and General Hospital,pune,18.5204303,73.8567437,10,1,9907525620,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16759,Janam Nursing Home,pune,18.5204303,73.8567437,30,3,8773589420,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16760,Noble Hospital Pvt Ltd,pune,18.504991,73.9272,120,3,8901707041,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16761,Tanmay Nursing Home,pune,18.9685541,72.8248598,30,3,7116949531,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16762,Umarji Hospital,pune,18.5083204,73.8567002,120,4,9262717227,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16763,Agarwal Maternity And General Hospital,pune,18.5204303,73.8567437,120,6,7658533101,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-16764,Apple Dentl Clinic,pune,18.567929,73.9143179,10,1,8162202060,,"ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16765,Diagnopoint Polyclinic and Diagnostic,pune,18.5551442,73.9062243,20,1,8888528283,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16766,Dr. Bumb Nursing Home,pune,18.5551442,73.9062243,30,2,8545636910,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16767,Jeewan Jyot Hospital,pune,18.5628913,73.9367606,120,6,8985889852,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16768,K. K. Hospital - Pune,pune,22.8647723,88.36326,120,3,9610270817,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16769,Kirad Nursing Home and Critical Care Centre,pune,19.2197644,72.8332763,30,1,7486393958,,"ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16770,Kohakade Hospital,pune,18.5628913,73.9367606,120,3,7043899590,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16771,Mamta Clinic and Nursing Home,pune,18.1841352,74.6107628,20,1,7604446334,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16774,Rakshak Hospital,pune,18.5661226,73.9461312,120,14,9448637256,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16775,Salunke Hospital,pune,18.5572414,73.9252534,120,10,9000510380,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16776,Seva Hospital and Maternity Home,pune,18.5494244,73.9148476,120,7,9835093637,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-16778,Shree Tirupati Health Care,pune,18.5551442,73.9062243,60,4,9450891897,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16779,Takawale Accident and Multi Speciality Hospital,pune,18.5628913,73.9367606,10,1,7660729405,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16781,Kedarnath General Hospital,pune,18.5726054,73.8782079,120,11,9678590583,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16783,Cure Spects Eye Care Laser Ltd,pune,18.5204303,73.8567437,8,1,8985637231,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16784,Dr. Kulkarni Dental Centre,pune,18.5628913,73.9367606,10,1,8008430733,,"ENT, Dentistry",estimated,Estimated/inferred where public source was unavailable
mh-16785,Joglekar Hospital,pune,18.5344591,73.834541,120,7,7272410206,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16786,Medilaser Eye Clinic - Pune,pune,18.5106223,73.817676,8,1,8945195000,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16789,Punarvasu Chikitsalaya,pune,18.5324846,73.8374954,60,5,9663976431,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16790,Ratna Memorial Hospital,pune,18.5273647,73.8299115,120,13,7194463519,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16791,Seth Ramdas Shah Memorial Hospital .,pune,18.5347694,73.8294889,120,11,8790183544,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16793,Amrut Hospital,pune,18.6239079,73.8124984,120,9,7805679075,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16794,Anjali Hospital,pune,18.6297811,73.7997094,120,12,8836872282,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16795,Ashwini Nursing Home,pune,18.6308433,73.8253687,30,3,7968090127,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16796,Atharva Diagnostic Center,pune,18.5204303,73.8567437,60,3,9409785692,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16797,Devadhar Nursing Home,pune,18.6297811,73.7997094,30,1,8767469540,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16799,Eyelight Laser and Eye Care Pvt Ltd,pune,18.6297811,73.7997094,8,1,8618547705,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16800,Kaushal Hospital,pune,18.6191874,73.7976431,120,9,8452015582,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16801,Medlife Multispeciality Hospital and Icu,pune,18.6214616,73.7917933,120,12,8831953724,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16802,Natasha Nursing Home,pune,18.6239079,73.8124984,30,3,9595390679,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16804,Siddhi Hospital,pune,18.6191874,73.7976431,120,6,7598627097,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16806,Avanti Nursing Home,pune,18.6333109,73.8066901,30,1,8890161796,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16807,Dr Patil Ent Hospital,pune,18.6297811,73.7997094,120,9,8477668089,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16808,Life Care Hospital,pune,18.655508,73.7951176,120,12,8131994080,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16809,Padam.Dr.D.Y.Patil Hospital and Research Centre,pune,18.6297811,73.7997094,120,2,9655977586,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16810,Pimpri Chinchwad (Pcip) Institute Of Paediatrics,pune,18.6246689,73.8041538,60,7,7966764595,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16811,Prem Clinic and Hospital,pune,18.6333643,73.8058199,20,2,8739684263,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16813,Swaminathan Clinic,pune,18.5204303,73.8567437,20,1,8236336225,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16814,Ashwini Hospital and Endoscopy Centre,pune,18.6670485,73.7885764,120,13,7576753507,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16815,"Chetana Hospital, Pune",pune,18.6601954,73.7972413,120,12,7018968065,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16816,Dhanashree Hospital,pune,18.6297811,73.7997094,120,11,7254154606,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16817,Harsh Eye Clinic,pune,18.6297811,73.7997094,8,1,8732074059,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16818,"Kabre Orthopedic, Spine and Dental Center",pune,18.645919,73.800734,10,1,8586995627,,"Orthopedics, Neurology, ENT, Dentistry",estimated,Estimated/inferred where public source was unavailable
mh-16819,Kusum Memorial Hospital,pune,18.634178,73.787352,120,3,8765382381,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16820,Mayur Hospital,pune,18.6456989,73.7970801,120,1,7623580340,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16821,Medicure Hospital,pune,18.6395989,73.8344614,120,4,9582896874,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16823,Unique Childrens Hospital,pune,18.6297811,73.7997094,120,10,9307798734,,Pediatrics,estimated,Estimated/inferred where public source was unavailable
mh-16825,Jeevan Deep Medicare Centre,pune,18.5430129,73.7844221,60,3,8250651491,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16826,Om Hospital,pune,18.5188214,73.7791386,120,2,8784861012,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16827,Prakash Netralaya,pune,18.5425266,73.790782,60,1,8255412090,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16828,Vitalife Clinic,pune,18.542673,73.7896728,20,2,9422573043,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16831,Sayali Nursing Home,pune,18.4662047,73.7822782,30,1,8372771714,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16832,Bhakti Hospital,pune,18.5894736,73.8119573,120,11,8094353220,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16833,Dr Makan Surgical Maternity And Accident Hospital,pune,18.6473329,73.7766373,10,1,9087587446,,"General Surgery, Gynecology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-16835,Om Netralaya Eye Clinic,pune,18.5204303,73.8567437,8,1,7195195714,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16837,Prathamesh Hospital,pune,18.5734987,73.818878,120,10,7383899982,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16838,S P Deshpande Eye Clinic,pune,18.5204303,73.8567437,8,1,8657361196,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16842,Abane Hospital,pune,18.5089197,73.9260261,120,3,7725718327,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16844,Alatkar Hospital,pune,18.5089197,73.9260261,120,6,9662176115,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16845,Ayurved Rugnalaya,pune,18.5089197,73.9260261,60,4,9712429622,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16846,Dr Pawar Nursing Home,pune,18.5089197,73.9260261,30,1,8798443633,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16847,Dr.Vaidya Hospital,pune,18.5089197,73.9260261,120,12,9471841036,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16848,H. V. Desai Eye Hospital / Pbma H.V.Desai Eye Hospital,pune,18.5221806,73.9683289,8,1,7947862116,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16849,Kausalya Hospital,pune,18.5043882,73.9199564,120,7,7001463096,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16850,Mams Sumatibhai Shah Ayurved Mahavidyalayas,pune,18.5089197,73.9260261,60,5,9351810130,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16852,"Mohintara Hospital, Hadapsar",pune,18.5089197,73.9260261,120,3,8462393391,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16853,Mohite Eye Hospital,pune,18.5089197,73.9260261,8,1,9975865223,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16855,Navjeewan Hospital,pune,18.50192,73.931769,120,11,8244950781,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16858,Remedy Hospital,pune,18.5204303,73.8567437,120,13,8415525758,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16859,Sahyadri Hospital Hadapsar,pune,18.5043882,73.9199564,120,7,7869695810,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16860,Sane Guruji Arogya Kendra,pune,18.5053012,73.9389213,60,5,8521831195,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16861,Sanjeevani Nursing Home,pune,18.500594,73.93844,30,2,8996654190,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16862,Shraddha Hospital,pune,18.5089197,73.9260261,120,12,9335988920,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16863,Sunita Nursing Home,pune,18.5204303,73.8567437,30,3,7792869608,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16864,Ushakiran General Hospital,pune,18.5089197,73.9260261,120,9,8940228568,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16865,Vaibhavi Hospital and Intensive Care Unit,pune,18.5089197,73.9260261,120,5,8504324060,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16866,"Welfare Medical Foundatios, Mohintara Hospital",pune,18.5089197,73.9260261,120,12,7452173667,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16868,Zenith Hospital,pune,18.5013128,73.9301982,120,12,8340447114,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16869,Ashakiran Hospital,pune,18.5164168,73.8536823,120,14,8116388343,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16871,Chinmay Institute Of Paediatrics,pune,18.506821,73.840436,60,5,7746216331,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16872,City Medical Centre,pune,18.5204303,73.8567437,60,3,9452224090,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16873,Dr Valhavankar Eye Clinic and Speciality Hos,pune,18.5166153,73.8516306,8,1,8414819986,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16874,Dr. Dakes Institute For Sight,pune,18.4762533,73.830703,60,6,8725164358,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16876,Dr.Pawar Eye Hospital,pune,18.5091948,73.8449233,8,1,9140264513,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16878,Global Hospital and Research Institute,pune,18.6352548,73.5667744,120,3,8951947008,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16879,Godbole Hospital,pune,18.5204303,73.8567437,120,2,9251361939,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16880,Manoj Clinic / Gore Hospital,pune,18.5097622,73.8495203,20,2,8546335190,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16883,Ram Krishna Hospital,pune,18.509464,73.8482429,120,8,8803416513,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16886,Shrendkar Healthcare and Hospitality Services Private Limited,pune,18.4660941,73.8168021,120,7,8123224173,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16887,Vibhute Hospital,pune,18.5083218,73.8465648,120,3,9436685592,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16888,Ankur Nursing Home,pune,18.5204303,73.8567437,30,2,9773313191,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16889,Ashwin Medical Foundations Moraya Hospital,pune,18.6297811,73.7997094,120,13,9902902173,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16890,Bhoir Hospital,pune,18.6297811,73.7997094,120,12,9991237231,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16891,Bindu Nursing Home,pune,18.5977841,73.8143365,30,2,7064321048,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16894,Dristi Deep Eye Clinic,pune,18.6297811,73.7997094,8,1,8612718778,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16897,Minerva Hospital and Research Center,pune,18.6297811,73.7997094,120,11,9893501756,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16898,Om Shree Swami Samarth Hospital,pune,18.6297811,73.7997094,120,6,8273604848,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16899,Panwalkar Maternity and Nursing Home,pune,18.6297811,73.7997094,30,2,7074023530,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16900,Spandan Hospital,pune,18.7647497,74.9267229,120,2,7061364028,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16901,Super Tech Hospital,pune,18.6297811,73.7997094,120,1,7951620528,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16902,Ushakiran Eye Hospital,pune,18.6141133,73.7726814,8,1,7163135015,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16904,Dalvi Hospital,pune,18.5204303,73.8567437,120,11,7443462546,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16905,Dr Namdeorao Shinde Ruganalaya,pune,18.5204303,73.8567437,60,3,8198876586,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16906,Dr Sarwat Hospital,pune,18.4770906,73.8906869,120,5,8091458855,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16907,Dr. Bhalerao Ent Hospital,pune,18.5204303,73.8567437,120,1,8226239936,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16910,Paras Polyclinic and General Hospital,pune,18.6363761,73.777192,20,1,7990263231,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16911,Patil Hospital General and Eye Hospital,pune,18.6504839,73.7785786,8,1,7536175745,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16912,Pirangut General Hospital,pune,18.5010536,73.5137654,120,11,9315720379,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16913,Prathmesh Hospital,pune,18.5635511,73.9325552,120,11,7025069435,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16914,Sai General Hospital,pune,19.988609,73.79288,120,7,9646974402,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16915,Shiv Ganga Hospital,pune,18.5204303,73.8567437,120,10,8738552130,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16916,Shri Krishna Hospital,pune,18.8272478,74.3730083,120,1,8666156684,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16917,Shubham Hospital and Maternity Home,pune,18.8272478,74.3730083,120,7,7455760720,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-16918,Sparkle Dental Clinic,pune,18.5204303,73.8567437,10,1,9486356423,,"ENT, Dentistry, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16919,Vinayak Hospital,pune,18.5484975,73.7733572,120,1,7409367986,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16921,Ankur Hospital and Diagnostic,pune,18.4957425,73.8611312,120,2,8705897315,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16924,Desai Accident and General Hospital,pune,18.63671,73.769192,10,1,8851810526,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16926,Dr. Tekawade Eye Clinic,pune,18.4775848,73.8572817,8,1,7611142629,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16927,Gultekdi Nursing and Maternity Home,pune,18.4876541,73.8683697,30,2,7182748333,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-16928,Harsh Hospital,pune,18.4807063,73.8674808,120,2,9133581293,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16930,Karne Hospital Pvt Ltd,pune,18.4775848,73.8572817,120,9,9080299820,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16931,Mothercare Hospital,pune,18.5204303,73.8567437,120,5,9584216302,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16932,Pune Adventist Hospital,pune,18.5204303,73.8567437,120,1,9181034376,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16933,Ranka Hospital,pune,18.4957425,73.8611312,120,13,7603704069,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16934,Rao Nursing Home,pune,18.4775848,73.8572817,30,2,7170766128,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16936,Shree Balaji Eye Hospital,pune,18.4910978,73.8581298,8,1,7769250159,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16939,Vinnayak Hospital,pune,18.5204303,73.8567437,120,14,8175451157,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16940,Anand Medical Foundation Subudh Hospital,pune,18.4893244,73.8679694,120,10,7655203432,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16943,Asha Polyclinic,pune,18.5204303,73.8567437,20,2,7151705602,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16944,Borse Hospital,pune,18.5084726,73.7913104,120,4,9416670128,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16945,Deep Eye Hospital,pune,18.5204303,73.8567437,8,1,9540763976,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16946,Deoyani Hospital - Pune,pune,18.4956151,73.8110279,120,8,7072205161,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16947,Jeevan Sadhana Clinic - Pune,pune,18.5049441,73.825292,20,1,7793078353,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16948,Jog Hospital,pune,18.5091826,73.8216789,120,6,7901487444,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16949,Kamal Netra Rugnalaya,pune,18.4950677,73.8122717,60,5,7851536487,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16950,Kothrud Eye Clinic,pune,18.5050171,73.7654974,8,1,7681838746,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16954,Nayan Tara Eye Clinic,pune,18.5011479,73.825324,8,1,9431974013,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16957,Subudh Hospital and Research Center,pune,18.5021416,73.8134371,120,6,7925853587,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16958,Sunny Nursing Home,pune,18.5073985,73.8076504,30,1,9195209844,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16959,Suryaprabha Nursing Home,pune,18.5062206,73.8088221,30,3,7116680565,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16960,Vinayak Netralaya - Pune,pune,18.5108454,73.8182008,60,3,9320058724,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16963,Burute Hospital,pune,18.5204303,73.8567437,120,2,7868617476,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16965,Dr Raskar Eye Hospital,pune,18.6268308,73.8640059,8,1,9984598506,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16966,Lifeline Hospital,pune,18.6385292,73.8477874,120,11,7052238663,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16967,Mankikar Hospital For Children and Lab,pune,18.6218553,73.8508352,120,6,8921331644,,Pediatrics,estimated,Estimated/inferred where public source was unavailable
mh-16969,Pataskar Hospital,pune,18.6286266,73.8518209,120,3,7555862638,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16970,Patil Eye Hospital,pune,19.95437,73.830506,8,1,9139893006,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16971,Phoenix Hospital,pune,18.6141133,73.7726814,120,4,8331810345,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16972,Pritam Hospital,pune,18.6162182,73.8487527,120,9,9354844088,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16973,Saidham Hospital,pune,18.6195835,73.8501883,120,11,9055118302,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16974,Sainath Orthopaedic Hospital,pune,18.6207784,73.8505578,120,3,7098253999,,Orthopedics,estimated,Estimated/inferred where public source was unavailable
mh-16976,Swastik Dental Care,pune,18.5204303,73.8567437,10,1,8959834836,,"ENT, Dentistry",estimated,Estimated/inferred where public source was unavailable
mh-16978,"Grant Medical Foundation, Ruby Hall Clinic - Wanowarie - Pune",pune,18.4858699,73.9058534,750,140,9581371623,https://rubyhall.com,"Multi-specialty, Cardiology, Neurology, Oncology, Trauma, Critical Care",verified,Verified from public source
mh-16979,Smiles Dental Speciality and Implant Centre,pune,18.4828904,73.9016832,10,1,8651627488,,"ENT, Dentistry",estimated,Estimated/inferred where public source was unavailable
mh-16980,Atole Accident Hospital,pune,18.1661487,74.5970527,10,1,8399097233,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16985,Dr Patil Eye Clinic and Hospital,pune,18.5204303,73.8567437,8,1,8453959747,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16986,Indira Nursing Home,pune,18.5010536,73.5137654,30,3,7702952133,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16987,Pune Diagnostic Center,pune,18.5090808,73.8730012,60,1,8010500958,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16988,Sai Diagnostic Center,pune,18.5019469,73.8662917,60,7,9099743455,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16989,Sharda Clinic,pune,18.501036,73.8668409,20,2,7934337584,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16990,Shushrusha Dr Lalbegi General and Maternity Home,pune,18.5010536,73.5137654,60,6,7710614224,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-16991,Bharati Hospital And Research Center,pune,18.462123,73.8582062,120,12,7247675820,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16992,Bvmfs Bharti Hospital and Research Center,pune,18.457314,73.852319,120,6,8969477321,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16993,Dr Patwardhan Hospital,pune,18.4650919,73.8553898,120,10,7743437653,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16995,Pawar Hospital,pune,18.4616211,73.8505315,120,14,7742150140,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16997,Unity Ortho And Eye Hospital - Pune,pune,18.4775848,73.8572817,8,1,7974666354,,"Ophthalmology, Orthopedics",estimated,Estimated/inferred where public source was unavailable
mh-16998,Vimal Nursing Home,pune,18.4775848,73.8572817,30,1,7149796572,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16999,Ameya Netralaya (Eye Hospital),pune,19.0429578,72.8417775,8,1,8081538373,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-17000,Anand Hospital Managed By Foresight Hospital,pune,18.6485756,73.7647023,120,2,7049419982,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-17001,Badade Hospital,pune,19.1168918,72.9103201,120,12,8484131662,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-17002,Dhanwantari Hospital,pune,18.6557419,73.7735328,120,14,7166615204,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-17005,Gandhi Nursing Home,pune,18.6517098,73.7683784,30,3,7397986968,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-17006,Lokmanya Hospital Pvt Ltd,pune,18.6566144,73.7744601,120,4,7171097462,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-17007,Morya Clinic,pune,18.6297811,73.7997094,20,1,8624730567,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-17009,Ranna Danappa Nursing Home,pune,18.6516718,73.8428592,30,2,9589402715,,General Medicine,estimated,Estimated/inferred where public source was unavailable
